,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Height,Weight,foot,Growth,Value,Wage,Release Clause
13911,Abdu Conté,22,68,Portugal,Moreirense FC,69,CB,LB,79,72,170lbs,Left,11,1400000.0,4000.0,3200000.0
13912,G. Plata,19,74,Ecuador,Sporting CP,75,CAM,RW,86,70,143lbs,Left,12,10000000.0,8000.0,22000000.0
13913,Tuta,20,66,Brazil,Eintracht Frankfurt,68,CB,CB RB,77,73,179lbs,Right,11,1000000.0,5000.0,1900000.0
13914,S. Srnić,28,68,Serbia,UD Las Palmas,68,RM,RM LM,68,69,141lbs,Right,0,900000.0,5000.0,1400000.0
13915,A. Palaversa,20,71,Croatia,Getafe CF,74,CDM,CM CDM CAM,83,74,174lbs,Right,12,4200000.0,12000.0,0.0
13916,R. Prieto,22,66,Paraguay,Godoy Cruz,67,LM,LM,75,68,150lbs,Left,9,1000000.0,3000.0,1700000.0
13917,Júnior Brumado,21,62,Brazil,FC Midtjylland,64,ST,ST,74,75,176lbs,Right,12,550000.0,4000.0,825000.0
13918,Víctor Ruiz,26,69,Spain,FC St. Gallen,71,CAM,CAM CM,72,68,150lbs,Right,3,1300000.0,8000.0,2000000.0
13919,Ming Tian,25,68,China PR,Wuhan Zall,68,RB,RB RM,73,71,157lbs,Right,5,1000000.0,4000.0,1600000.0
13920,David Cardoso,25,60,Macau,FC Girondins de Bordeaux,62,CB,CB CDM,64,72,172lbs,Right,4,240000.0,4000.0,474000.0
13921,M. Hanousek,27,73,Czech Republic,Sparta Praha,73,LB,LB LM,74,71,168lbs,Left,1,4000000.0,500.0,9100000.0
13922,Emerson,21,78,Brazil,Real Betis,78,RB,RB RM RWB,88,71,174lbs,Right,10,15000000.0,17000.0,34500000.0
13923,Patrick,19,58,Brazil,FC Midtjylland,59,CB,CB,75,73,179lbs,Left,17,250000.0,2000.0,481000.0
13924,D. Mbayo,18,65,Belgium,KAA Gent,67,LW,RM,82,69,143lbs,Left,17,1100000.0,2000.0,2300000.0
13925,Jeka,22,64,Ukraine,Boavista FC,67,ST,LM ST,73,73,170lbs,Left,9,700000.0,2000.0,1600000.0
13926,S. Keita,19,63,Mali,KAS Eupen,65,CAM,CAM ST,77,68,148lbs,Right,14,800000.0,2000.0,1700000.0
13927,V. Savićević,25,67,Montenegro,Wisła Kraków,69,CM,CDM,72,70,159lbs,Right,5,925000.0,3000.0,1300000.0
13928,K. Kizito,23,62,Ghana,Falkenbergs FF,64,ST,ST,67,74,174lbs,Right,5,400000.0,750.0,530000.0
13929,Xia Ao,21,47,China PR,Wuhan Zall,49,CB,CB,55,70,146lbs,Right,8,40000.0,1000.0,70000.0
13930,Wang Zhifeng,23,49,China PR,Wuhan Zall,49,GK,GK,55,77,176lbs,Right,6,30000.0,1000.0,53000.0
13931,D. St. Clair,23,60,Canada,Minnesota United FC,60,GK,GK,70,75,165lbs,Left,10,275000.0,850.0,468000.0
13932,R. Bellanova,20,68,Italy,Atalanta,68,RB,RB,83,74,181lbs,Right,15,1800000.0,12000.0,0.0
13933,M. Hašek,23,72,Czech Republic,Sparta Praha,73,CAM,CM CAM CDM,75,71,163lbs,Left,3,3900000.0,500.0,8900000.0
13934,M. Römling,19,57,Germany,VfL Bochum 1848,57,LB,LB LWB,72,73,168lbs,Left,15,210000.0,1000.0,467000.0
13935,Wu Shaocong,20,55,China PR,Guangzhou Evergrande Taobao FC,60,CM,CM LM CB,68,76,176lbs,Left,13,150000.0,2000.0,334000.0
13936,M. Mužek,23,60,Croatia,St. Mirren,59,LWB,LWB CB,65,72,179lbs,Left,5,230000.0,2000.0,420000.0
13937,K. Thuram,19,71,France,OGC Nice,72,CDM,CDM CM,82,76,179lbs,Right,11,3700000.0,10000.0,7800000.0
13938,M. Mbow,20,59,Senegal,Stade de Reims,61,CB,CB,75,76,163lbs,Right,16,325000.0,3000.0,853000.0
13939,J. Piroe,20,64,Netherlands,PSV,66,ST,ST,76,73,163lbs,Left,12,825000.0,3000.0,1300000.0
13940,Ibañez,21,68,Brazil,Roma,70,CB,CB,78,73,163lbs,Right,10,1300000.0,500.0,3000000.0
13941,L. Ofori,22,66,Ghana,Famalicão,69,RM,CM,74,71,161lbs,Right,8,925000.0,3000.0,2100000.0
13942,E. Tapsoba,21,78,Burkina Faso,Bayer 04 Leverkusen,80,CB,CB,88,76,172lbs,Right,10,15500000.0,38000.0,29500000.0
13943,A. Seko,20,64,Japan,Cerezo Osaka,66,CB,CB,75,72,159lbs,Right,11,725000.0,1000.0,1100000.0
13944,H. Araki,23,66,Japan,Sanfrecce Hiroshima,68,CB,CB,72,73,165lbs,Right,6,800000.0,3000.0,1200000.0
13945,S. Higashi,19,62,Japan,Sanfrecce Hiroshima,65,CAM,CF,73,71,152lbs,Left,11,500000.0,1000.0,725000.0
13946,I. Alibaev,26,67,Uzbekistan,FC Seoul,69,CM,CM CDM,70,68,137lbs,Right,3,925000.0,4000.0,1200000.0
13947,G. Ito,19,55,Japan,Vissel Kobe,55,GK,GK,66,75,165lbs,Right,11,110000.0,500.0,165000.0
13948,A. Gutman,23,61,United States,FC Cincinnati,62,CB,LB,68,72,159lbs,Left,7,325000.0,1000.0,0.0
13949,L. Dykes,24,69,Scotland,Queens Park Rangers,71,ST,ST,74,74,165lbs,Right,5,1400000.0,5000.0,2700000.0
13950,P. Finger,18,57,Germany,Eintracht Frankfurt,60,CAM,CM CAM LB,72,65,134lbs,Left,15,210000.0,2000.0,488000.0
13951,A. Deuro,19,60,Mali,KSV Cercle Brugge,61,CDM,CDM LB CB,73,71,154lbs,Right,13,375000.0,1000.0,778000.0
13952,S. Hostikka,22,62,Finland,Pogoń Szczecin,63,RM,LM RM,68,72,154lbs,Right,6,425000.0,1000.0,659000.0
13953,I. Camará,21,67,Guinea,Moreirense FC,70,CB,CDM CM,77,75,172lbs,Right,10,1100000.0,3000.0,2500000.0
13954,J. Nelson,21,58,United States,FC Dallas,58,LB,LB,67,70,161lbs,Left,9,180000.0,900.0,306000.0
13955,S. Junqua,23,56,United States,Houston Dynamo,56,LB,LB,63,72,174lbs,Left,7,110000.0,1000.0,182000.0
13956,R. Mudražija,23,66,Croatia,FC København,69,CAM,CM,75,70,154lbs,Right,9,975000.0,5000.0,1500000.0
13957,J. Marín,18,55,Colombia,Cúcuta Deportivo,56,CAM,CAM,72,65,157lbs,Right,17,160000.0,500.0,316000.0
13958,J. Larsson,21,66,Sweden,Örebro SK,67,RM,RM RW,78,70,159lbs,Right,12,1200000.0,1000.0,1700000.0
13959,Unai Vencedor,19,65,Spain,Athletic Club de Bilbao,67,CM,CM,79,69,157lbs,Right,14,1100000.0,3000.0,3000000.0
13960,A. Mikkelsen,18,55,Norway,Tromsø IL,56,RM,LM RM,70,65,143lbs,Right,15,160000.0,500.0,300000.0
13961,A. McCalmont,20,61,Northern Ireland,Oldham Athletic,62,CAM,CDM CM,76,68,165lbs,Right,15,525000.0,2000.0,0.0
13962,C. Ouzounidis,19,60,Australia,Everton,61,CB,CB,73,72,159lbs,Right,13,350000.0,5000.0,884000.0
13963,M. Mampala,18,62,England,Everton,63,ST,ST LW RW,76,72,165lbs,Right,14,625000.0,5000.0,1600000.0
13964,D. Plechatý,21,65,Czech Republic,Sparta Praha,67,CB,CB RB,75,72,170lbs,Right,10,800000.0,500.0,1900000.0
13965,T. Muse,20,55,United States,Seattle Sounders FC,55,GK,GK,68,76,194lbs,Right,13,130000.0,600.0,276000.0
13966,O. Casey,19,59,England,Leeds United,61,CB,CB CDM,75,74,172lbs,Right,16,300000.0,6000.0,788000.0
13967,M. Bogusz,18,60,Poland,Leeds United,62,CAM,CAM CM,77,69,150lbs,Right,17,425000.0,4000.0,1100000.0
13968,B. Michel,22,61,United States,Orlando City SC,63,ST,ST LW LM,68,70,165lbs,Right,7,350000.0,1000.0,595000.0
13969,K. Smith,28,58,United States,Orlando City SC,58,RB,RB,58,71,179lbs,Right,0,110000.0,1000.0,165000.0
13970,T. Freeman,17,51,United States,Sporting Kansas City,53,ST,ST RW,75,71,154lbs,Right,24,80000.0,500.0,200000.0
13971,L. Stergiou,18,67,Switzerland,FC St. Gallen,69,CB,CB,86,71,163lbs,Right,19,1500000.0,1000.0,3100000.0
13972,B. Aaronson,19,68,United States,Philadelphia Union,70,CAM,CAM CM,80,70,148lbs,Right,12,1600000.0,2000.0,2700000.0
13973,F. Vincent,21,58,England,Scunthorpe United,62,LM,CM LB,71,70,165lbs,Left,13,240000.0,2000.0,0.0
13974,T. Ducrocq,19,60,France,Racing Club de Lens,62,CAM,CM,76,69,137lbs,Right,16,450000.0,1000.0,1100000.0
13975,D. Saba,27,73,Israel,Guangzhou R&F FC,75,LM,CAM ST RM,74,66,154lbs,Left,1,4600000.0,13000.0,7500000.0
13976,Marcos Antonio,20,72,Brazil,Shakhtar Donetsk,75,CAM,CM,85,66,126lbs,Right,13,6000000.0,500.0,16399999.999999998
13977,L. Buchanan,19,59,England,Derby County,59,LB,LB CB,76,69,161lbs,Left,17,300000.0,2000.0,758000.0
13978,A. Buksa,17,60,Poland,Wisła Kraków,62,ST,ST,77,74,161lbs,Left,17,425000.0,500.0,839000.0
13979,Andre Shinyashiki,23,62,Brazil,Colorado Rapids,63,ST,LM ST CAM,70,69,150lbs,Right,8,450000.0,1000.0,743000.0
13980,E. Cardozo,19,60,Argentina,Racing Club,62,CAM,CAM CM,80,66,130lbs,Right,20,450000.0,2000.0,1100000.0
13981,D. Kulusevski,20,77,Sweden,Juventus,81,LM,RW CAM,87,73,165lbs,Left,10,14500000.0,54000.0,26800000.0
13982,L. McNally,20,56,Republic of Ireland,St. Patrick's Athletic,58,CB,CB,70,72,190lbs,Right,14,190000.0,500.0,413000.0
13983,R. Cabrera,31,60,Uruguay,Nacional Potosí,60,CB,CB,60,74,174lbs,Right,0,150000.0,500.0,323000.0
13984,K. Mouanga,19,60,France,Angers SCO,62,CB,CB,76,75,176lbs,Right,16,425000.0,2000.0,1100000.0
13985,P. Wade,19,59,France,OGC Nice,60,CM,CDM CM,73,70,148lbs,Right,14,325000.0,2000.0,821000.0
13986,Altube,20,63,Spain,Real Madrid,63,GK,GK,80,74,192lbs,Right,17,675000.0,11000.0,1800000.0
13987,A. Pelmard,20,68,France,OGC Nice,70,CB,CB LB,79,71,152lbs,Right,11,1400000.0,8000.0,2900000.0
13988,Maguinho,28,65,Brazil,Yokohama FC,65,RB,RB RM,65,69,150lbs,Right,0,475000.0,1000.0,0.0
13989,K. Harada,19,55,Japan,Kawasaki Frontale,57,CAM,CAM CM,67,67,132lbs,Right,12,140000.0,1000.0,210000.0
13990,S. Watanabe,23,56,Japan,Nagoya Grampus,59,CAM,CM LM RM,62,66,132lbs,Left,6,120000.0,1000.0,174000.0
13991,S. Naruse B,19,63,Japan,Nagoya Grampus,63,RB,RB RWB RM,75,65,139lbs,Right,12,575000.0,750.0,834000.0
13992,G. Costa,30,67,Peru,Peru,67,RW,RW RM,67,67,154lbs,Right,0,725000.0,3000.0,1000000.0
13993,S. Haji,20,61,United States,San Jose Earthquakes,63,CAM,CAM RM,73,68,150lbs,Right,12,450000.0,1000.0,743000.0
13994,D. Ochoa,19,54,United States,Real Salt Lake,54,GK,GK,71,74,176lbs,Right,17,120000.0,500.0,249000.0
13995,D. Hoyo-Kowalski,16,59,Poland,Wisła Kraków,61,CB,CB,81,74,165lbs,Right,22,325000.0,500.0,764000.0
13996,F. Dymerski,18,53,Poland,Lechia Gdańsk,55,CB,CB,72,73,176lbs,Right,19,110000.0,500.0,217000.0
13997,O. Antman,18,58,Finland,FC Nordsjælland,61,CAM,CF CM,74,69,150lbs,Right,16,275000.0,1000.0,516000.0
13998,G. Ranjitsingh,26,52,Trinidad &amp; Tobago,Minnesota United FC,52,GK,GK,55,75,194lbs,Right,3,45000.0,950.0,71000.0
13999,A. Palavecino,23,64,Argentina,Deportivo Cali,66,CAM,CAM,72,68,148lbs,Right,8,675000.0,750.0,1000000.0
14000,Álex Sola,21,69,Spain,Real Sociedad,71,RWB,LM LB RB,76,70,165lbs,Right,7,1500000.0,9000.0,3500000.0
14001,F. Balogun,18,60,England,Arsenal,62,ST,ST,80,70,154lbs,Right,20,425000.0,4000.0,1200000.0
14002,Xavi Sintes,16,60,Spain,RCD Mallorca,60,CB,CDM CB,80,75,172lbs,Right,20,375000.0,500.0,975000.0
14003,G. Avila,18,56,Argentina,Boca Juniors,58,CB,CB,76,72,165lbs,Left,20,170000.0,700.0,408000.0
14004,R. Ashurmatov,23,66,Uzbekistan,GwangJu FC,68,CB,CB,73,73,163lbs,Right,7,825000.0,2000.0,1200000.0
14005,F. Delorenzi,21,67,Argentina,Independiente,68,CB,CB,80,70,157lbs,Right,13,1400000.0,5000.0,3000000.0
14006,B. Tutu,22,61,France,Stade Malherbe Caen,63,ST,ST,69,77,181lbs,Right,8,375000.0,2000.0,731000.0
14007,C. Gasper,24,64,United States,Minnesota United FC,64,LB,LB CB,71,72,185lbs,Right,7,575000.0,2000.0,978000.0
14008,L. Zumberi,20,57,Switzerland,FC Zürich,59,CAM,CAM,74,70,154lbs,Right,17,230000.0,2000.0,477000.0
14009,H. Dotson,23,64,United States,Minnesota United FC,65,CDM,CDM CM LB,71,71,170lbs,Right,7,575000.0,2000.0,978000.0
14010,L. Unbehaun,19,61,Germany,Borussia Dortmund,61,GK,GK,79,73,181lbs,Right,18,450000.0,2000.0,1000000.0
14011,A. Diallo,23,65,Senegal,CD Aves,66,ST,ST,71,72,170lbs,Right,6,750000.0,3000.0,1700000.0
14012,J. Haahr,17,52,Denmark,FC København,53,CB,CB,72,72,154lbs,Right,20,90000.0,500.0,207000.0
14013,M. Anbo,19,54,Denmark,Aarhus GF,54,RB,RB,68,73,172lbs,Right,14,140000.0,1000.0,263000.0
14014,J. Sirois,19,50,Canada,Montreal Impact,50,GK,GK,69,72,161lbs,Right,19,50000.0,500.0,104000.0
14015,Moncayola,22,74,Spain,CA Osasuna,75,CM,CDM CM RB,83,72,161lbs,Right,9,8000000.0,20000.0,18400000.0
14016,Apa,20,67,Spain,Real Valladolid CF,67,RB,RB RM,79,67,137lbs,Right,12,1200000.0,4000.0,2800000.0
14017,A. Bella-Kotchap,18,62,Germany,VfL Bochum 1848,64,CB,CB,82,75,192lbs,Right,20,575000.0,900.0,1500000.0
14018,A. Ayala,20,60,Argentina,Estudiantes de La Plata,61,CDM,CDM,77,67,146lbs,Left,17,425000.0,2000.0,903000.0
14019,Edgar,23,70,Spain,Real Oviedo,71,CDM,CDM CB,79,76,176lbs,Right,9,2500000.0,5000.0,0.0
14020,B. Sekulić,28,66,Slovakia,Chicago Fire,66,RB,RB,66,74,161lbs,Right,0,550000.0,3000.0,825000.0
14021,M. Freese,21,59,United States,Philadelphia Union,59,GK,GK,68,76,183lbs,Right,9,190000.0,650.0,323000.0
14022,P. Glatzel,18,60,Germany,Liverpool,61,ST,ST,80,69,148lbs,Left,20,425000.0,5000.0,1200000.0
14023,M. Güçlü,21,64,Turkey,Valenciennes FC,66,ST,ST RW,74,72,154lbs,Left,10,750000.0,1000.0,0.0
14024,E. Cerrillo,19,64,United States,FC Dallas,65,CDM,CDM CM,81,70,181lbs,Right,17,900000.0,1000.0,1900000.0
14025,K. Álvarez,23,61,Honduras,IFK Norrköping,61,RB,RB,67,71,168lbs,Right,6,300000.0,1000.0,435000.0
14026,F. Mambimbi,19,60,Switzerland,BSC Young Boys,63,RM,ST LM RM,77,67,143lbs,Right,17,450000.0,2000.0,956000.0
14027,E. Petignat,20,56,Switzerland,BSC Young Boys,58,CB,CDM,73,70,154lbs,Right,17,190000.0,2000.0,404000.0
14028,C. Zady Sery,20,68,Ivory Coast,Stade Malherbe Caen,69,RM,LM RM,77,70,159lbs,Right,9,1400000.0,3000.0,2700000.0
14029,A. Thiam,20,60,Mauritania,US Orléans Loiret Football,61,LB,LB CB CDM,70,69,141lbs,Left,10,300000.0,900.0,585000.0
14030,A. Scheidler,22,65,France,Dijon FCO,67,ST,ST,74,76,196lbs,Right,9,850000.0,4000.0,1900000.0
14031,R. Loughty,25,59,Australia,Macarthur FC,59,RB,RB,62,69,168lbs,Right,3,170000.0,500.0,225000.0
14032,Guo Wei,30,58,China PR,Shenzhen FC,58,GK,GK,58,75,170lbs,Right,0,90000.0,2000.0,140000.0
14033,A. Boroughbridge,35,59,Australia,Macarthur FC,59,CB,CB,59,76,192lbs,Right,0,45000.0,500.0,56000.0
14034,J. Barreto,20,58,Argentina,Patronato,60,ST,ST,74,71,168lbs,Right,16,275000.0,2000.0,571000.0
14035,B. Smith-Hylton,22,56,Australia,Central Coast Mariners,58,CB,CB RB,66,72,163lbs,Right,10,130000.0,500.0,189000.0
14036,H. Trewbridge,25,59,Australia,Macarthur FC,61,CAM,ST LW,62,72,163lbs,Right,3,200000.0,600.0,265000.0
14037,A. Cruz,24,66,Costa Rica,FC Cincinnati,69,CAM,CM CDM,73,65,146lbs,Right,7,900000.0,2000.0,1500000.0
14038,F. Amaya,19,62,United States,FC Cincinnati,65,CAM,CM CAM,77,65,146lbs,Right,15,650000.0,900.0,1400000.0
14039,A. Monksfield,26,60,Australia,Macarthur FC,60,LWB,LWB LB,63,72,174lbs,Left,3,230000.0,550.0,305000.0
14040,J. Hague,22,50,United States,FC Cincinnati,49,GK,GK,60,75,185lbs,Right,10,40000.0,1000.0,66000.0
14041,L. Leroy,20,63,France,La Berrichonne de Châteauroux,65,CM,CM RM CAM,78,73,181lbs,Right,15,800000.0,1000.0,1900000.0
14042,O. Gastrell,34,58,Australia,Macarthur FC,58,CB,CB,58,73,194lbs,Left,0,45000.0,550.0,56000.0
14043,E. Selvik,22,61,Norway,Odds BK,61,GK,GK,70,74,165lbs,Left,9,300000.0,650.0,435000.0
14044,D. Sealy,17,51,United States,FC Dallas,54,ST,LW RW,71,70,134lbs,Left,20,70000.0,500.0,175000.0
14045,P. Ejimadu,20,55,United States,Los Angeles FC,55,GK,GK,68,74,216lbs,Right,13,130000.0,600.0,276000.0
14046,Bernardo Rosa,19,55,Brazil,West Ham United,57,CAM,CAM RM RB,69,70,163lbs,Right,14,170000.0,3000.0,429000.0
14047,J. Ngakia,19,65,England,Watford,65,RWB,RWB RB,78,70,161lbs,Right,13,925000.0,2000.0,2200000.0
14048,H. Kvaracheliya,17,63,Georgia,Lokomotiv Moscow,62,LM,LM CM,74,72,154lbs,Left,11,550000.0,500.0,1300000.0
14049,A. Perez,24,60,United States,Los Angeles FC,62,CAM,RW ST,65,72,170lbs,Left,5,275000.0,1000.0,433000.0
14050,P. Vassell,20,60,Jamaica,Los Angeles FC,59,CAM,CM,72,71,130lbs,Right,12,375000.0,1000.0,638000.0
14051,J. Portillo,27,60,United States,Real Salt Lake,61,CM,CDM,61,66,134lbs,Right,1,210000.0,1000.0,320000.0
14052,E. Cuello,23,61,Argentina,LA Galaxy,63,CAM,CAM,68,71,165lbs,Left,7,350000.0,1000.0,595000.0
14053,Tete,20,75,Brazil,Shakhtar Donetsk,76,CAM,RM CAM,86,69,161lbs,Left,11,11500000.0,500.0,26500000.0
14054,F. Panák,24,67,Czech Republic,Sparta Praha,69,CB,CB CDM CM,76,74,170lbs,Left,9,1100000.0,500.0,2600000.0
14055,K. Miller,23,59,Canada,Orlando City SC,61,CB,CB LB,69,72,183lbs,Left,10,230000.0,1000.0,391000.0
14056,J. Branthwaite,18,60,England,Everton,62,CB,CB,82,76,154lbs,Left,22,450000.0,3000.0,1300000.0
14057,J. Wellers,19,53,Germany,VfL Bochum 1848,55,CB,CDM,61,70,176lbs,Right,8,80000.0,1000.0,144000.0
14058,R. Hajal,18,61,Sweden,SC Heerenveen,63,CAM,CAM CM,79,71,165lbs,Right,18,525000.0,600.0,1100000.0
14059,L. N'Diaye,18,60,Mali,PFC CSKA Moscow,61,ST,ST,76,71,181lbs,Left,16,425000.0,3000.0,946000.0
14060,Kim Tae Hwan,20,60,Korea Republic,Suwon Samsung Bluewings,62,CB,CB RB,72,70,161lbs,Right,12,350000.0,600.0,508000.0
14061,K. N'Dri,19,60,Ivory Coast,KAS Eupen,62,CAM,RW ST,74,69,161lbs,Left,14,450000.0,1000.0,956000.0
14062,B. Al Ahbabi,29,71,United Arab Emirates,Al Ain FC,71,RM,RM RB,71,67,137lbs,Right,0,2300000.0,500.0,4900000.0
14063,M. Ahmed,31,62,United Arab Emirates,Al Ain FC,62,CB,CB RB,62,72,172lbs,Right,0,230000.0,500.0,495000.0
14064,D. Politic,20,63,Romania,Bolton Wanderers,64,RM,RM LM,78,70,170lbs,Right,15,800000.0,3000.0,1900000.0
14065,D. Muringen,21,60,Netherlands,ADO Den Haag,62,CB,CB RB,69,72,170lbs,Right,9,300000.0,1000.0,495000.0
14066,J. Araujo,18,63,United States,LA Galaxy,63,RB,RB,80,69,154lbs,Right,17,700000.0,500.0,1500000.0
14067,V. Boniface,19,64,Nigeria,FK Bodø/Glimt,66,ST,ST,77,72,161lbs,Right,13,850000.0,950.0,1600000.0
14068,M. Chana,21,61,Germany,VfB Lübeck,63,CB,CB,71,72,176lbs,Right,10,375000.0,550.0,619000.0
14069,Cho Gue Sung,22,56,Korea Republic,Jeonbuk Hyundai Motors,58,ST,ST,67,74,170lbs,Right,11,160000.0,2000.0,240000.0
14070,A. Barman,26,68,United Arab Emirates,Al Ain FC,69,CDM,CDM,72,69,154lbs,Left,4,1000000.0,500.0,2200000.0
14071,B. Iskandar,19,51,China PR,Guangzhou Evergrande Taobao FC,53,ST,ST RW LW,66,70,146lbs,Left,15,80000.0,2000.0,178000.0
14072,Vintecinco,24,57,Brazil,Busan IPark,59,ST,ST,62,76,203lbs,Left,5,140000.0,1000.0,186000.0
14073,T. Raschl,20,63,Germany,Borussia Dortmund,64,CDM,CDM,78,70,165lbs,Right,15,775000.0,6000.0,1800000.0
14074,A. Dobra,19,56,Albania,Ipswich Town,58,CAM,CAM,74,67,154lbs,Right,18,190000.0,1000.0,451000.0
14075,D. Traore,21,59,France,LA Galaxy,59,LB,LB,69,72,181lbs,Left,10,230000.0,900.0,391000.0
14076,André Almeida,20,63,Portugal,Vitória Guimarães,66,CAM,CM,75,69,154lbs,Right,12,650000.0,2000.0,1500000.0
14077,D. Matsuoka,19,62,Japan,Sagan Tosu,64,CM,CM RM CDM,76,67,143lbs,Right,14,650000.0,550.0,1200000.0
14078,M. Smith,19,58,England,Swindon Town,60,CM,CDM CM,72,69,154lbs,Right,14,250000.0,1000.0,0.0
14079,C. Olses,18,62,Venezuela,Racing Club,62,GK,GK,82,76,172lbs,Right,20,525000.0,500.0,1300000.0
14080,J. Cropper,20,53,England,Burnley,53,RB,RB,65,72,154lbs,Right,12,100000.0,5000.0,210000.0
14081,A. Arroyo,18,59,Colombia,Deportivo Cali,60,RM,RM,77,67,150lbs,Right,18,325000.0,500.0,642000.0
14082,A. Glennon,20,61,England,Burnley,61,LB,LB CB,72,71,159lbs,Left,11,400000.0,5000.0,840000.0
14083,E. Zubak,22,58,United States,LA Galaxy,60,ST,ST,67,72,165lbs,Right,9,200000.0,1000.0,340000.0
14084,V. Gembalies,20,63,Germany,MSV Duisburg,65,CB,CB,72,73,192lbs,Right,9,525000.0,550.0,866000.0
14085,F. Fragueda,19,59,Argentina,Club Atlético Talleres,59,GK,GK,76,75,172lbs,Right,17,275000.0,750.0,584000.0
14086,L. Ghezali,19,63,France,AS Saint-Étienne,64,RM,RW,78,69,132lbs,Right,15,800000.0,4000.0,2000000.0
14087,Y. Baret,18,59,France,En Avant de Guingamp,60,CB,CB,78,72,172lbs,Right,19,300000.0,500.0,728000.0
14088,L. Carnot,19,61,France,En Avant de Guingamp,63,CM,CM CAM,75,71,161lbs,Right,14,525000.0,950.0,1300000.0
14089,K. John,19,62,England,Everton,62,RB,RB RM,75,69,150lbs,Right,13,525000.0,6000.0,1300000.0
14090,I. Powell,18,58,Australia,Brisbane Roar,61,LM,LWB,71,68,154lbs,Left,13,210000.0,500.0,394000.0
14091,O. Deman,20,58,Belgium,KSV Cercle Brugge,60,CAM,CAM LW CF,69,71,154lbs,Left,11,220000.0,2000.0,363000.0
14092,R. González,19,60,Argentina,Rosario Central,62,RWB,RB,75,66,132lbs,Right,15,400000.0,1000.0,850000.0
14093,J. Cuesta,18,60,Colombia,Independiente Medellín,61,CAM,LM ST,82,68,157lbs,Right,22,475000.0,500.0,1100000.0
14094,K. Jørgensen,20,58,Denmark,Lyngby BK,58,RWB,RWB,72,73,176lbs,Right,14,250000.0,1000.0,469000.0
14095,Jaime Seoane,23,65,Spain,SD Huesca,68,CAM,CM CDM,74,70,154lbs,Right,9,825000.0,5000.0,2000000.0
14096,G. González,25,73,Uruguay,Peñarol,74,RWB,RB RM LB,76,68,161lbs,Right,3,4400000.0,500.0,10000000.0
14097,A. Tégar,17,57,France,Dijon FCO,56,LB,LB,76,71,165lbs,Left,19,180000.0,1000.0,473000.0
14098,M. Williams,20,57,England,Coventry City,59,CB,CB,71,72,150lbs,Right,14,210000.0,4000.0,520000.0
14099,N. Schlotterbeck,20,66,Germany,1. FC Union Berlin,68,CB,CB,77,75,190lbs,Right,11,1000000.0,5000.0,0.0
14100,S. Hanssen,19,60,Norway,Strømsgodset IF,62,CB,CB,76,73,165lbs,Right,16,425000.0,500.0,797000.0
14101,K. Krasniqi,19,53,Kosovo,Strømsgodset IF,55,CAM,CM,70,72,143lbs,Right,17,130000.0,500.0,244000.0
14102,J. Nisbet,21,58,Australia,Central Coast Mariners,60,CM,CM CDM,69,62,128lbs,Right,11,220000.0,500.0,319000.0
14103,A. Konté,19,56,Mali,Sarpsborg 08 FF,57,RM,LM CM,75,69,137lbs,Right,19,190000.0,500.0,356000.0
14104,M. Olise,18,67,France,Reading,68,LM,RM LM CAM,81,71,150lbs,Left,14,1600000.0,2000.0,4000000.0
14105,Thierry Correia,21,72,Portugal,Valencia CF,72,RB,RB LB,78,69,152lbs,Right,6,3800000.0,15000.0,8700000.0
14106,A. Rowe,19,58,England,Huddersfield Town,59,RM,RM,75,71,154lbs,Right,17,275000.0,3000.0,694000.0
14107,D. Wilmering,19,57,Australia,Western Sydney Wanderers,57,LB,LB,71,70,154lbs,Left,14,210000.0,800.0,394000.0
14108,C. Aguirre,20,60,Mexico,Club Necaxa,59,RM,RM,77,70,161lbs,Right,17,450000.0,2000.0,1000000.0
14109,Robinho,22,65,Portugal,Os Belenenses,68,CAM,CF RW,74,67,128lbs,Right,9,850000.0,2000.0,2000000.0
14110,Lee Ho In,24,55,Korea Republic,Gangwon FC,57,CB,CB,63,72,150lbs,Right,8,110000.0,1000.0,160000.0
14111,Bruno Guimarães,22,78,Brazil,Olympique Lyonnais,80,CM,CM CDM,87,72,172lbs,Right,9,15500000.0,52000.0,32600000.0
14112,M. El Hacen,22,69,Mauritania,Real Valladolid CF,71,CM,CM CDM,79,71,174lbs,Right,10,1700000.0,8000.0,3900000.0
14113,K. Takahata,19,58,Japan,Oita Trinita,61,CB,CB LM,72,69,154lbs,Left,14,250000.0,500.0,469000.0
14114,C. Miszta,16,50,Poland,Legia Warszawa,49,GK,GK,70,76,176lbs,Right,20,50000.0,500.0,120000.0
14115,M. Præst,19,51,Denmark,AC Horsens,52,CM,CM,71,71,154lbs,Right,20,80000.0,1000.0,180000.0
14116,M. Glushenkov,20,64,Russia,Spartak Moscow,65,LM,RW,79,70,152lbs,Left,15,1000000.0,9000.0,2200000.0
14117,N. Umyarov,20,68,Russia,Spartak Moscow,69,CDM,CDM CM,84,72,161lbs,Right,16,1900000.0,13000.0,4200000.0
14118,M. Kapo,18,62,France,Paris Saint-Germain,61,CDM,CDM CM,80,72,165lbs,Right,18,600000.0,3000.0,1500000.0
14119,R. Karjalainen,24,62,Finland,Örebro SK,64,ST,ST RM,68,73,174lbs,Right,6,425000.0,1000.0,0.0
